"","Train_Subject","Test_Subject","Train_TBA-mean()-X","Train_TBA-mean()-Y","Train_TBA-mean()-Z","Train_TGA-mean()-X","Train_TGA-mean()-Y","Train_TGA-mean()-Z","Train_TBAJ-mean()-X","Train_TBAJ-mean()-Y","Train_TBAJ-mean()-Z","Train_TBG-mean()-X","Train_TBG-mean()-Y","Train_TBG-mean()-Z","Train_TBGJ-mean()-X","Train_TBGJ-mean()-Y","Train_TBGJ-mean()-Z","Train_TBAM-mean()","Train_TGAM-mean()","Train_TBAJM-mean()","Train_TBGM-mean()","Train_TBGJM-mean()","Train_FBA-mean()-X","Train_FBA-mean()-Y","Train_FBA-mean()-Z","Train_FBA-meanFreq()-X","Train_FBA-meanFreq()-Y","Train_FBA-meanFreq()-Z","Train_FBAJ-mean()-X","Train_FBAJ-mean()-Y","Train_FBAJ-mean()-Z","Train_FBAJ-meanFreq()-X","Train_FBAJ-meanFreq()-Y","Train_FBAJ-meanFreq()-Z","Train_FBG-mean()-X","Train_FBG-mean()-Y","Train_FBG-mean()-Z","Train_FBG-meanFreq()-X","Train_FBG-meanFreq()-Y","Train_FBG-meanFreq()-Z","Train_FBAM-mean()","Train_FBAM-meanFreq()","Train_FBBAJM-mean()","Train_FBBAJM-meanFreq()","Train_FBBGM-mean()","Train_FBBGM-meanFreq()","Train_FBBGJM-mean()","Train_FBBGJM-meanFreq()","Train_angle(TBAMean,gravity)","Train_angle(TBAJMean),gravityMean)","Train_angle(TBGMean,gravityMean)","Train_angle(TBGJMean,gravityMean)","Train_angle(X,gravityMean)","Train_angle(Y,gravityMean)","Train_angle(Z,gravityMean)","Test_TBA-mean()-X","Test_TBA-mean()-Y","Test_TBA-mean()-Z","Test_TGA-mean()-X","Test_TGA-mean()-Y","Test_TGA-mean()-Z","Test_TBAJ-mean()-X","Test_TBAJ-mean()-Y","Test_TBAJ-mean()-Z","Test_TBG-mean()-X","Test_TBG-mean()-Y","Test_TBG-mean()-Z","Test_TBGJ-mean()-X","Test_TBGJ-mean()-Y","Test_TBGJ-mean()-Z","Test_TBAM-mean()","Test_TGAM-mean()","Test_TBAJM-mean()","Test_TBGM-mean()","Test_TBGJM-mean()","Test_FBA-mean()-X","Test_FBA-mean()-Y","Test_FBA-mean()-Z","Test_FBA-meanFreq()-X","Test_FBA-meanFreq()-Y","Test_FBA-meanFreq()-Z","Test_FBAJ-mean()-X","Test_FBAJ-mean()-Y","Test_FBAJ-mean()-Z","Test_FBAJ-meanFreq()-X","Test_FBAJ-meanFreq()-Y","Test_FBAJ-meanFreq()-Z","Test_FBG-mean()-X","Test_FBG-mean()-Y","Test_FBG-mean()-Z","Test_FBG-meanFreq()-X","Test_FBG-meanFreq()-Y","Test_FBG-meanFreq()-Z","Test_FBAM-mean()","Test_FBAM-meanFreq()","Test_FBBAJM-mean()","Test_FBBAJM-meanFreq()","Test_FBBGM-mean()","Test_FBBGM-meanFreq()","Test_FBBGJM-mean()","Test_FBBGJM-meanFreq()","Test_angle(TBAMean,gravity)","Test_angle(TBAJMean),gravityMean)","Test_angle(TBGMean,gravityMean)","Test_angle(TBGJMean,gravityMean)","Test_angle(X,gravityMean)","Test_angle(Y,gravityMean)","Test_angle(Z,gravityMean)"
"1",1,2,0.266571257512083,-0.0183185958660897,-0.108105941170312,0.758550839592638,-0.0986170911831506,0.062085878463286,0.0769449624165473,0.0171751541890255,-0.00874746412739673,-0.021989099655697,-0.0864501120366245,0.086095335492199,-0.0968220574670905,-0.0416503712992168,-0.0471700386689114,-0.443276763774584,-0.443276763774584,-0.528690972951427,-0.464638372976068,-0.625006916409432,-0.520107534579447,-0.385873772946189,-0.586955283074569,-0.177726866408465,0.0618245590576415,0.0595858196391587,-0.532393246492022,-0.486793240155478,-0.686918100347393,-0.0527695059578653,-0.221793533840635,-0.0987592015661278,-0.611952849349407,-0.489156961491033,-0.543071100151426,-0.0318412036406993,-0.0891978765150761,-0.0145785037232384,-0.466124103893259,0.147002288659242,-0.480901448839922,0.197337606218496,-0.522104511197964,0.0747498933358805,-0.632270017397455,0.200120212971338,0.0384342114318013,0.00792702480641083,-0.0129002882811255,-0.00266074953546095,-0.549913733515328,0.134991874594686,-0.0312003670421235,0.273397183252294,-0.0190817301167241,-0.114397777653334,0.698744467796487,-0.180871481835778,0.124684862360897,0.075949442954063,0.00863121174695458,0.00188843338854274,-0.0515746590883475,-0.0557060458640803,0.0867886433856679,-0.0868718840689864,-0.0449469667109476,-0.0550747309537089,-0.497671289847527,-0.497671289847527,-0.542169019391223,-0.588396473056432,-0.716802460369769,-0.53981698483169,-0.3706059272869,-0.602786637928177,-0.113062117934313,0.117684730918543,0.0819622938032719,-0.523410321911899,-0.444594413880197,-0.691790821222757,0.0631492177573702,-0.159313335411941,-0.120232453849799,-0.606818644643091,-0.696546397221526,-0.570153750876505,-0.0065999359769859,-0.0669742702626315,0.0628462439443058,-0.486083623139589,0.221447123020681,-0.45906702259868,0.19435910132886,-0.673900324087212,0.0849200601457267,-0.726581563217442,0.12448996486057,0.00426523880882563,0.0201484867684471,0.0650749892134762,-0.0431048730190759,-0.467240858639517,0.197324087174088,-0.0706107464071185
"2",1,4,0.265675306404411,-0.0185947569630548,-0.108061811496895,0.745670538698753,-0.0866842697033032,0.0691192921371647,0.0773900369618716,0.0167468685293945,-0.00873297200059832,-0.0213572136907377,-0.0867941241763478,0.0864618382940709,-0.0973477057428904,-0.0416316304870871,-0.0476341603131452,-0.455188926217228,-0.455188926217228,-0.542404988530409,-0.475483586354559,-0.635963196046898,-0.534159708062102,-0.399977128264457,-0.596565287463194,-0.176839519205128,0.0605839402586327,0.0550596120007388,-0.546620236569281,-0.500349770455616,-0.696813674677981,-0.0480236853774506,-0.217140078352514,-0.0996531792184967,-0.620189566377119,-0.502713086319021,-0.555752067595241,-0.0308334571939825,-0.0925942921122223,-0.0146254294407838,-0.480217794946062,0.145302141853169,-0.496218277429686,0.200114545001178,-0.532479516660073,0.0661706099841769,-0.643179623557284,0.199379473984006,0.0388121779824263,0.00685361920486107,-0.0143585544669629,-0.00114181380525724,-0.536737852770491,0.125562011387066,-0.0367929613320842,0.274855468621554,-0.0149817803531453,-0.108051259110766,0.74615953703785,0.0789509272251727,0.158702065194604,0.0784984436731891,0.00361890183999524,-0.00641495771400503,-0.0284567201217008,-0.0776934277144976,0.0932958306229295,-0.10921749188577,-0.0399867049097489,-0.0575531328382194,-0.523438782592243,-0.523438782592243,-0.613421913278166,-0.631183499149633,-0.798740851648375,-0.598444308654692,-0.469183063379988,-0.735988564160822,-0.179588362121663,0.0714138718973821,-0.0277907011377471,-0.60915222556329,-0.553896389191331,-0.810794052847583,-0.0220175681522876,-0.212387708846287,-0.142624069310225,-0.601588438915113,-0.809919461199208,-0.674734845525135,-0.123710449141904,-0.361954720990535,0.0393544164186091,-0.579129582823931,0.134702724509779,-0.588661154643712,0.152467709676883,-0.725168183457091,-0.102005390440877,-0.822009605145886,0.174349276357399,0.00579243112072113,-0.00913727474429199,0.0238123893467102,0.0193116729791263,-0.620492616899192,-0.00334262526275497,-0.0912740597369056
"3",1,9,0.265105166572193,-0.0184992386574563,-0.107879334486156,0.739074113997029,-0.0766438700742721,0.0752780500505229,0.0775434264560368,0.0165450697040998,-0.0089789790502448,-0.0209581254589299,-0.0880017834435235,0.0864286527803684,-0.0974525424456601,-0.0416040632685027,-0.0475877425817427,-0.453921213237597,-0.453921213237597,-0.544702577744991,-0.474371998548521,-0.638227233359121,-0.534564914980226,-0.402030400682964,-0.59644882241628,-0.181364383674436,0.0578702648985799,0.0516612635919501,-0.548369127843192,-0.503601816739164,-0.697608252912656,-0.0505339248891028,-0.217440162088592,-0.102189034461111,-0.621010561994213,-0.504209842673179,-0.55590729165142,-0.0280310688156328,-0.0934069864059002,-0.0179555047034569,-0.480308083927023,0.141654944303533,-0.498729087845402,0.198596963028088,-0.532926564112501,0.0629701287385015,-0.645304013143518,0.196250435454158,0.0392158498708972,0.00695907586696376,-0.0140491313706477,-0.000728376085418893,-0.529476512378491,0.118177821798277,-0.0414496394723113,0.271611895029649,-0.0204768506622835,-0.1029843398453,0.71141714173262,-0.0443222662776875,0.0703735533487457,0.0818826113281046,0.00883640165116756,-0.000204626983846703,-0.0723053643985151,-0.0714492537001533,0.109919292778507,-0.0878953376824433,-0.0389867578680749,-0.0545270988373797,-0.448140593310943,-0.448140593310943,-0.562809386625395,-0.511357301295146,-0.727571616722519,-0.53909216595694,-0.560515239651931,-0.544200613810212,-0.294239309330576,-0.0735187932017528,-0.0233307819130428,-0.577890070526257,-0.653571131261676,-0.660853754306417,-0.24314582208063,-0.309854451384432,-0.301940718767148,-0.601638405621331,-0.648783471500357,-0.559026694259465,-0.206794830421735,-0.207017795201064,-0.19291054608128,-0.521041208498336,0.0204280451710458,-0.568206758721693,0.107469084952614,-0.674010644388592,-0.0774910634082531,-0.761087235392751,0.113970649393333,0.00334490119336898,0.000316352991081402,0.0916223973653523,-0.0221700651647059,-0.598613490791444,0.115062365759263,-0.0602875981645639
"4",1,10,0.263858016734235,-0.0188895463232457,-0.108045524825446,0.714355730994172,-0.0519268385238373,0.0886271323549132,0.0777326166088297,0.0159842938251556,-0.00819653874121483,-0.0215093717353695,-0.0869661853892295,0.0877820051055193,-0.097707436387361,-0.041538816899289,-0.0484598054496964,-0.472490540192921,-0.472490540192921,-0.561171845813603,-0.492123322704849,-0.650886782504429,-0.552960235249202,-0.420226040717911,-0.609672280626763,-0.177459799659548,0.0604038138247348,0.0547456333492412,-0.565599711542204,-0.519362157810448,-0.709186409335587,-0.0405771304457629,-0.207446570127661,-0.0968123717829118,-0.63141732008135,-0.522367316849685,-0.572123431097016,-0.0227463646051614,-0.0913068489370381,-0.0163128476355269,-0.498196015877445,0.142973372099717,-0.516563658939164,0.202680225345278,-0.547267001311173,0.0574429493939329,-0.657335647689451,0.195783781560457,0.0390375429002145,0.00646122275722112,-0.0124216580248514,0.000576458075597388,-0.505124026634223,0.0987034491310992,-0.052119144206784,0.277035746980184,-0.0176982865871937,-0.111088012390791,0.690116107311458,-0.0753367417035785,0.0533802522890069,0.0805035211293566,0.0118334865018003,-0.0124064279755758,-0.0132952527901783,-0.0844874495436493,0.0923540965522642,-0.110790097184007,-0.043657044013705,-0.0562183352228768,-0.447250002295872,-0.447250002295872,-0.513790758652692,-0.466638669070498,-0.691964563752768,-0.471695003461184,-0.414933221680097,-0.6187872220437,-0.170135975296244,0.114581047726507,0.160536056181856,-0.483977785456592,-0.470708051043236,-0.684985541376542,-0.0642221474928605,-0.151818445579297,0.0135760761719198,-0.569251944258491,-0.602866318275032,-0.501697207579088,-0.0755275747302821,-0.0978494633205385,-0.0619207797451451,-0.457424160072036,0.17235914142389,-0.438113305547208,0.129445827727765,-0.623590408685686,0.0247326936049401,-0.731309417813265,0.129308638545145,0.000550689098924699,-0.00920024842411761,-0.0364351575068673,0.0611564110051696,-0.555974606050822,0.140552463265031,-0.00538546169935849
"5",1,12,0.26459629503453,-0.0189121795195079,-0.108012547377651,0.723212534256117,-0.0660821668762371,0.0818738159295541,0.0775326270438717,0.0158045164340566,-0.00856908272268711,-0.0203569842890261,-0.0869514060347689,0.0873368173768842,-0.0978501788128755,-0.0417598587343012,-0.0481044758743034,-0.485536313673381,-0.485536313673381,-0.576253985851474,-0.505562225263774,-0.663903924344426,-0.564141133876977,-0.441530137766386,-0.620462181921588,-0.171186251089159,0.0593402979828222,0.0597381151149059,-0.578940984152719,-0.538492810209236,-0.716567365881457,-0.0312993845454758,-0.200413789397374,-0.088979109740571,-0.643940032328483,-0.537716337512833,-0.582747042070919,-0.0336572675691104,-0.0924078435325775,-0.0135526138883796,-0.511542077161968,0.144169649047144,-0.53304155805192,0.209945586029016,-0.561752172032518,0.0515608700008668,-0.669781504759989,0.201341020017909,0.0367074591343339,0.00805297172238173,-0.0154312142114628,0.000511221438526373,-0.514747203304513,0.109190528382931,-0.0468847306892877,0.274040328973899,-0.0180730959070521,-0.106212627382164,0.734050737153888,0.00237630811443176,0.0227362256716487,0.0674382438841001,0.00702405743718869,0.000886345851523655,-0.0679374136420092,-0.0560340520505275,0.096490615475416,-0.0717353557053344,-0.044318949936944,-0.0561511070142061,-0.50280284112938,-0.50280284112938,-0.570725790533877,-0.596275826275062,-0.745697558817836,-0.51468516366186,-0.467246490660865,-0.689110731205003,-0.194216892035704,0.0553225343268679,0.079405239473665,-0.536032385445868,-0.536052904634054,-0.741024635327352,-0.0760856323686362,-0.208609956018271,-0.109064006125481,-0.628462127425617,-0.710743918910821,-0.615196673503045,-0.0739752022000816,-0.0995490228685965,-0.0624692310268461,-0.509614729342469,0.0968531976849774,-0.498961101705889,0.112408456952588,-0.68340952797615,-0.0246084552174334,-0.762261111982164,0.0704154113201751,0.020509805149905,0.0167519321195487,0.124543539966618,-0.0682173921004807,-0.596450892740076,0.0518553759144807,-0.00149338504311147
"6",1,13,0.264659306946476,-0.0191088327304959,-0.108046996572782,0.724487100138637,-0.07159176257858,0.0763943845022826,0.0775924866403684,0.0164112067019405,-0.00870851779799087,-0.0203689466375647,-0.0871787962653093,0.0876004273087816,-0.0977686018330225,-0.0416826870868605,-0.0480534388316026,-0.463125800769358,-0.463125800769358,-0.554240612520528,-0.483872507843155,-0.64590767625959,-0.54377175014379,-0.413558963984335,-0.603450862083801,-0.178272671562691,0.058861903632917,0.0523670761509325,-0.557795018249828,-0.513691512785215,-0.703403201333368,-0.0453687839573648,-0.212537600241072,-0.098782344225408,-0.626922423987941,-0.514482313576171,-0.564316791555696,-0.0333990252566018,-0.0955019224657396,-0.0152760777147258,-0.489703590713979,0.141387755872257,-0.50899994921005,0.20174552882787,-0.541084153054594,0.0577929010786294,-0.652497502510831,0.198682825493285,0.0383062269917259,0.00684114860183659,-0.0158637359265047,0.00135825222045443,-0.516066742614262,0.113075630988608,-0.0429651379398646,0.275722894605184,-0.0179522356418439,-0.10972448328366,0.738076329003516,-0.0797977824141261,0.0177181244639739,0.0795006111445209,0.00382807980389364,-0.00977532921523445,-0.0514881239565503,-0.0635376466423781,0.0962450398253975,-0.0891678478083486,-0.0424078305428766,-0.0591350755004408,-0.483575080513418,-0.483575080513418,-0.559406039066978,-0.531146835122748,-0.658195746703259,-0.597542007988031,-0.412183057239167,-0.578037005292528,-0.224507301039088,-0.0298410944781167,0.0591112452607493,-0.610723654809372,-0.527415023562177,-0.661948801778863,-0.0483019375410201,-0.26901773260255,-0.134365413925046,-0.595431838381566,-0.594794696769371,-0.572524384748859,-0.104154071184284,-0.0626015904420475,0.00993845062645395,-0.542363286532251,0.105175035222627,-0.54630269112725,0.172364822356788,-0.600358296405835,0.0917831711118833,-0.662615425876271,0.166406559957959,-0.00169196951984258,0.0120394447140788,0.0843573750894317,-0.0193191044483339,-0.522887361356457,0.120498492099858,-0.00353552050045836
"7",1,18,0.265200049374252,-0.0186937258919251,-0.108019772874252,0.732512128189304,-0.0741327737417054,0.077997729227261,0.0772829521367453,0.0158897966402403,-0.0086117646976099,-0.0205767490883056,-0.0867254558947767,0.0869115110183104,-0.0976126872512639,-0.0418068745295926,-0.0478108433230746,-0.485487812077263,-0.485487812077263,-0.575185586248791,-0.505817163774271,-0.663203333955475,-0.56235342623517,-0.442048416288218,-0.620212483961555,-0.169185329424747,0.0599907558171782,0.0639999692437133,-0.577335691125042,-0.538388772063269,-0.715054361818356,-0.0297373707207067,-0.199751935587576,-0.0858384038744004,-0.644542929436228,-0.536971963514521,-0.581235751458252,-0.0353564977123847,-0.0902276708284579,-0.0127531940030756,-0.510338758008536,0.146059363844528,-0.531757522270745,0.211117197449857,-0.562158183965897,0.054228753863382,-0.668974689195074,0.203018121978606,0.0359943615993513,0.00894916810792838,-0.0149919700187629,-0.000621007368683871,-0.524194962390482,0.115616464825954,-0.0436874591107387,0.275921944952363,-0.0174172489608181,-0.107665261803562,0.743496704830277,-0.0496823636072677,0.0684735135910375,0.0774000547570881,0.0148699819612513,0.0021019618935472,-0.0376532615405731,-0.0669769912155748,0.0912371832555178,-0.094701342627824,-0.0441269924357016,-0.0561559202118543,-0.612107992844832,-0.612107992844832,-0.708693383767415,-0.687335089157849,-0.832955349052521,-0.672370701904055,-0.611972026522717,-0.727597577337578,-0.230342934929513,0.0165181673621152,-0.0020585614938864,-0.709656860510844,-0.697825434831714,-0.805135908299899,-0.104948406828841,-0.229703871777757,-0.136035598422928,-0.765626903170489,-0.786182902235362,-0.728800526317805,-0.102077154523749,-0.252966446036484,-0.110082254874798,-0.664354229712118,0.0916270411334658,-0.702776563618184,0.206250132866544,-0.792092690444774,-0.0338281609710777,-0.863736512151099,0.199733964237228,0.0135875870981352,0.0181398850368502,0.0173173629602001,-0.044277827723675,-0.545770052187964,0.101659102958634,-0.0356379226298176
"8",1,20,0.264100873772411,-0.0186385585350403,-0.108120149704259,0.714673748280064,-0.0475594477265951,0.0957676329442357,0.077511028803712,0.0147593242067591,-0.00772278901179527,-0.0215239711377803,-0.0855076720660406,0.0873634607150542,-0.0979037974411871,-0.0417580824681624,-0.0486592463373867,-0.52514222655568,-0.52514222655568,-0.610745135457538,-0.54310212429186,-0.69116925608393,-0.599956804707464,-0.483750420049622,-0.649161106414977,-0.157720995709207,0.0633424605787666,0.073361777437589,-0.613551152067567,-0.574723554707006,-0.739230789677499,-0.0064296200084675,-0.17941394237102,-0.0726581473167164,-0.670171054502803,-0.575261848601734,-0.614867843975427,-0.0271947787133492,-0.084730811663228,-0.00950159564268485,-0.54885282991698,0.151615662923542,-0.570715150897424,0.222852560118016,-0.594810433294981,0.044422008260802,-0.696065362959427,0.204681486740238,0.034962435270005,0.00905933632070165,-0.0124108699186842,-0.00117408393371596,-0.506045163906281,0.0956346701866726,-0.057128762837905,0.268724847507653,-0.0181349014259695,-0.108677674923713,0.659698128096303,-0.0791729122771318,0.0886608699875258,0.0803743782720433,-0.000349909391785928,-0.00350325069238958,-0.023152046057989,-0.0793654998785793,0.0854464336475025,-0.092489139111691,-0.0423931278902206,-0.054386113356291,-0.451552456143243,-0.451552456143243,-0.552537309249771,-0.447189384836126,-0.626751007354105,-0.55746212785402,-0.330895563019649,-0.618746368883204,-0.229103263037348,-0.0133000211022858,0.0947316230472416,-0.591798193224206,-0.476053622492432,-0.687764086851471,-0.115447603550459,-0.319703506863327,-0.172624526190608,-0.564402712693669,-0.517654613477586,-0.468676411100805,-0.149852788123901,-0.175946938818227,-0.13476089391609,-0.495801354086429,0.0856755651724245,-0.510273908352733,0.0843515104385401,-0.541934637888655,-0.0374308411529934,-0.633016818191955,0.0450060343123673,0.00127331488213526,0.0125232109539838,-0.00908066804628304,-0.0196481409783294,-0.455347495129696,0.115865492314247,-0.0435464082840588
"9",1,24,0.264354115874868,-0.0186579478746876,-0.107996655608377,0.719205738812577,-0.0555758981375258,0.0889164775400689,0.0773976858107918,0.0154981454145825,-0.00827397908229534,-0.0210791593519679,-0.0868007820766078,0.0873661863411223,-0.097648564943188,-0.0417261168414414,-0.0481630943787299,-0.493444863929199,-0.493444863929199,-0.582952559396121,-0.51332232159989,-0.669255942003397,-0.570576184970209,-0.45033587945199,-0.625948639822584,-0.169608370126416,0.0603393865666881,0.0652521236753142,-0.585303313415799,-0.54603449287707,-0.720328288030755,-0.0260940449012164,-0.194985054758357,-0.0840230823587239,-0.649356960861216,-0.545345775188451,-0.588253511978816,-0.0286235539266752,-0.0877714039080881,-0.0140630989517705,-0.518030203279729,0.145698956123463,-0.540130789941959,0.211961837311998,-0.568532052434019,0.0518311201119936,-0.674676755505876,0.200555784200783,0.0362683272541666,0.00890299929857241,-0.0128250763518017,-0.000510538712040395,-0.510463337785173,0.101656472371118,-0.0520607319462474,0.276771612632086,-0.0183459384283155,-0.10834360309837,0.728243712358504,0.0453085482608217,0.0345946402912371,0.0778828968755336,0.00487191853372316,-0.00763379096976084,-0.0241146974279412,-0.076988792298499,0.0851540543995823,-0.0958012299677787,-0.0404083897084278,-0.0575292347969612,-0.579737725069456,-0.579737725069456,-0.675324532663025,-0.647043334504659,-0.757249148427358,-0.680511694763828,-0.560915812374313,-0.616902381359086,-0.26923383425065,-0.0266089760260271,0.0721374370406293,-0.722164647437686,-0.661316431547533,-0.688963741553087,-0.0821903728470048,-0.258297079079088,-0.172156061937457,-0.691271017054303,-0.719953866794583,-0.669428439743401,-0.0549413385370461,-0.0789158306471242,-0.0785980916775795,-0.623182327165466,0.0368734762921781,-0.662520758978609,0.185377580428166,-0.727136138940096,0.0570716530537145,-0.767785234218958,0.165733804134159,-0.00247164269094056,-0.0230661552309387,-0.00871840617102134,-0.0171700264246408,-0.581390984591692,0.0405424070521506,-0.0106667841066605
"10",3,2,0.273692609710668,-0.0178385361814525,-0.106639842188088,0.719292048125327,-0.0410095692086451,0.040577663310622,0.0706748463102056,0.0142405250664777,-0.000849345005360009,-0.0244880554300656,-0.0743181565812881,0.0859112673495592,-0.0990505484257913,-0.040317892279662,-0.051819221148986,-0.558829844110037,-0.558829844110037,-0.642377380438585,-0.641442261853476,-0.779384296888321,-0.620967824502427,-0.493886104702149,-0.693631950083048,-0.193536961707863,0.0405326336343226,0.00706111294508218,-0.639470827228236,-0.573250149912766,-0.773828296244265,-0.0523981799422057,-0.238646598574505,-0.19828496044812,-0.639593522045154,-0.770253504458447,-0.666042875198711,-0.102422847624351,-0.166196949425565,-0.0371397052389419,-0.575528018640484,0.077160708949838,-0.595972998101493,0.103330925776943,-0.71526320785135,-0.079462250931376,-0.80543396335908,0.0575435987834021,0.0154543685116151,0.0104884278222446,0.0366413615093559,-0.0203196117018178,-0.513590144967768,0.0871275226628724,-0.0119703487674081,0.273003728255532,-0.019089636792233,-0.115641881456182,0.640892639328649,-0.136313729407114,0.142971506863674,0.0778603796400302,0.00730982447288054,0.00111662552205993,-0.0496090169684157,-0.0588513068543644,0.0883508199189848,-0.0885020662918056,-0.0433611776954178,-0.05569330320018,-0.551495300726314,-0.551495300726314,-0.60337177486814,-0.626496797527079,-0.755369877997561,-0.591529962455619,-0.451448632016708,-0.64298806598004,-0.104644273546988,0.108140258297235,0.089766773770103,-0.579871661397241,-0.52499858898389,-0.727302398628143,0.0916980214493845,-0.1338116610838,-0.0901598544142343,-0.651424942372838,-0.731366168303734,-0.61490240878648,-0.00722252902791103,-0.0717428088589349,0.0486354600361055,-0.535593573176392,0.195506300811696,-0.528936215794169,0.198090984925396,-0.709497502309832,0.0466175446232087,-0.761289936127824,0.129493728953548,0.0102058224026002,0.0147927921480643,0.0671594455648702,-0.0344036216766781,-0.414561963889308,0.163526651601951,-0.0851693633474331
